area,status,bhk,bathroom,age,location,builder,price
1528,Under Construction,3,,0,Madipakkam,Jones Foundations,9932000
1396,Under Construction,3,2,0,Madipakkam,Jones Foundations,9074000
1400,Under Construction,3,,0,Madipakkam,Jones Foundations,9100000
989,Ready to move,2,2,1,Perumbakkam,Plaza Group,3262000
1010,Ready to move,2,,1,Perumbakkam,Plaza Group,3331000
1162,Ready to move,3,,1,Perumbakkam,Plaza Group,3833000
1392,Ready to move,3,,1,Perumbakkam,Plaza Group,4592000
638,Ready to move,1,,1,Perumbakkam,Plaza Group,2104000
627,Ready to move,1,,1,Perumbakkam,Plaza Group,2068000
1083,Under Construction,2,,0,Medavakkam,EK Realtors,5956000
938,Under Construction,2,,0,Medavakkam,EK Realtors,5159000
975,Under Construction,2,,0,Medavakkam,EK Realtors,5362000
1590,Under Construction,3,,0,Medavakkam,EK Realtors,8745000
974,Under Construction,2,,0,Medavakkam,EK Realtors,5357000
1595,Under Construction,3,,0,Medavakkam,EK Realtors,8772000
1015,Under Construction,2,,0,Medavakkam,EK Realtors,5582000
1467,Under Construction,3,,0,Medavakkam,EK Realtors,8068000
1235,Under Construction,3,,0,Anna Nagar,Kamalam Builder Pvt Ltd,19100000
985,Under Construction,2,,0,Medavakkam,The Nest Builder,5712000
990,Under Construction,2,,0,Medavakkam,The Nest Builder,5741000
1085,Under Construction,2,,0,Medavakkam,The Nest Builder,6291000
970,Under Construction,2,,0,Medavakkam,The Nest Builder,5625000
980,Under Construction,2,,0,Medavakkam,The Nest Builder,5683000
638,Ready to move,2,,1,Chromepet,Doshi Housing,3099000
1245,Ready to move,3,,1,Chromepet,Doshi Housing,5922000
895,Ready to move,2,,1,Chromepet,Doshi Housing,4347000
1294,Ready to move,3,,1,Chromepet,Doshi Housing,6155000
1226,Ready to move,3,,1,Chromepet,Doshi Housing,5832000
1025,Ready to move,2,,1,Chromepet,Doshi Housing,4979000
964,Ready to move,2,,1,Chromepet,Doshi Housing,4683000
1237,Ready to move,3,,1,Chromepet,Doshi Housing,5884000
1470,Ready to move,3,3,1,Chromepet,Doshi Housing,6992000
919,Ready to move,2,2,1,Chromepet,Doshi Housing,4464000
1343,Ready to move,3,,1,Chromepet,Doshi Housing,6388000
1277,Ready to move,3,,1,Chromepet,Doshi Housing,6074000
918,Ready to move,2,,1,Chromepet,Doshi Housing,4459000
945,Ready to move,2,,1,Chromepet,Doshi Housing,4590000
646,Ready to move,2,,1,Chromepet,Doshi Housing,3138000
1261,Ready to move,3,3,1,Chromepet,Doshi Housing,5998000
1329,Ready to move,3,3,1,Chromepet,Doshi Housing,6322000
1198,Ready to move,3,3,1,Chromepet,Doshi Housing,5698000
981,Ready to move,2,,1,Chromepet,Doshi Housing,4765000
1307,Ready to move,3,,3,Karapakkam,Doshi Housing,8488000
538,Ready to move,1,,3,Karapakkam,Doshi Housing,3377000
1314,Ready to move,3,,3,Karapakkam,Doshi Housing,8534000
1027,Ready to move,2,,3,Karapakkam,Doshi Housing,6670000
1358,Ready to move,3,,3,Karapakkam,Doshi Housing,8820000
1024,Ready to move,2,,3,Karapakkam,Doshi Housing,6650000
2686,Ready to move,4,,3,Karapakkam,Doshi Housing,17400000
1561,Ready to move,3,,3,Karapakkam,Doshi Housing,10100000
1296,Ready to move,3,,3,Karapakkam,Doshi Housing,8417000
1566,Ready to move,3,,3,Karapakkam,Doshi Housing,10100000
1829,Ready to move,3,,3,Karapakkam,Doshi Housing,11800000
1564,Ready to move,3,,3,Karapakkam,Doshi Housing,10100000
1348,Ready to move,3,,3,Karapakkam,Doshi Housing,8755000
1944,Ready to move,3,,3,Karapakkam,Doshi Housing,12600000
2640,Ready to move,4,,3,Karapakkam,Doshi Housing,17100000
549,Ready to move,1,,3,Karapakkam,Doshi Housing,3446000
2630,Ready to move,4,,3,Karapakkam,Doshi Housing,17000000
2616,Ready to move,4,,3,Karapakkam,Doshi Housing,16900000
1599,Ready to move,3,,3,Karapakkam,Doshi Housing,10300000
1045,Under Construction,2,,0,East Tambaram,The Nest Builder,8009000
640,Under Construction,1,,0,East Tambaram,The Nest Builder,4719000
1075,Under Construction,2,,0,East Tambaram,The Nest Builder,8221000
890,Under Construction,2,,0,East Tambaram,The Nest Builder,6910000
1115,Under Construction,2,,0,East Tambaram,The Nest Builder,8505000
965,Under Construction,2,,0,East Tambaram,The Nest Builder,7442000
1290,Under Construction,3,,0,East Tambaram,The Nest Builder,11500000
1010,Under Construction,2,,0,East Tambaram,The Nest Builder,9120000
1000,Under Construction,2,,0,East Tambaram,The Nest Builder,7690000
1275,Under Construction,3,,0,East Tambaram,The Nest Builder,11400000
1315,Under Construction,3,,0,East Tambaram,The Nest Builder,11800000
1320,Under Construction,3,,0,East Tambaram,The Nest Builder,12000000
1290,Under Construction,3,,0,East Tambaram,The Nest Builder,11500000
1010,Under Construction,2,,0,East Tambaram,The Nest Builder,9120000
1011,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,6318000
1011,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,6318000
877,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,5481000
877,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,5481000
1004,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,6275000
1011,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,6318000
1004,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,6275000
877,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,5481000
1011,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,6318000
926,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,5787000
877,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,5481000
926,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,5787000
1385,Ready to move,3,,1,Sembakkam,The Nest Builder,11500000
1320,Ready to move,3,,1,Sembakkam,The Nest Builder,11000000
1050,Ready to move,2,,1,Sembakkam,The Nest Builder,8873000
975,Ready to move,2,,1,Sembakkam,The Nest Builder,8287000
585,Ready to move,1,,1,Sembakkam,The Nest Builder,4707000
1025,Ready to move,2,,1,Sembakkam,The Nest Builder,8678000
1500,Ready to move,3,,1,Sembakkam,The Nest Builder,12400000
391,Under Construction,1,,0,Thandalam,Baashyaam Group,1283000
667,Under Construction,2,,0,Thandalam,Baashyaam Group,2100000
666,Under Construction,2,,0,Thandalam,Baashyaam Group,2097000
659,Under Construction,2,,0,Thandalam,Baashyaam Group,2077000
394,Under Construction,1,,0,Thandalam,Baashyaam Group,1289000
707,Under Construction,2,,0,Thandalam,Baashyaam Group,2219000
674,Under Construction,2,,0,Thandalam,Baashyaam Group,2121000
1325,Under Construction,2,,0,Medavakkam,Krishna Constructions,8413000
1325,Under Construction,2,,0,Medavakkam,Krishna Constructions,8413000
1155,Under Construction,2,,0,Medavakkam,Krishna Constructions,7334000
1155,Under Construction,2,,0,Medavakkam,Krishna Constructions,7334000
1153,Under Construction,2,,0,Medavakkam,Krishna Constructions,7321000
1153,Under Construction,2,,0,Medavakkam,Krishna Constructions,7321000
1550,Under Construction,3,3,0,Medavakkam,Krishna Constructions,9842000
1550,Under Construction,3,3,0,Medavakkam,Krishna Constructions,9842000
1318,Under Construction,2,,0,Medavakkam,Krishna Constructions,8369000
1318,Under Construction,2,,0,Medavakkam,Krishna Constructions,8369000
1157,Under Construction,2,,0,Medavakkam,Krishna Constructions,7346000
1157,Under Construction,2,,0,Medavakkam,Krishna Constructions,7346000
1156,Under Construction,2,,0,Medavakkam,Krishna Constructions,7340000
1156,Under Construction,2,,0,Medavakkam,Krishna Constructions,7340000
1560,Under Construction,3,,0,Medavakkam,Krishna Constructions,9906000
1560,Under Construction,3,,0,Medavakkam,Krishna Constructions,9906000
1338,Under Construction,2,,0,Medavakkam,Krishna Constructions,8496000
1338,Under Construction,2,,0,Medavakkam,Krishna Constructions,8496000
1113,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd,5843000
1044,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd,5481000
1047,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd,5496000
1113,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd,5843000
